Inversion priority level,section,continent,country,group,supergroup/association,basin,site,formation,member,latitude,longitude,d13c,d18o,d13c_org,d33S_CAS,d34S_CAS,d36S_CAS,Δ33S_CAS,Δ36S_CAS2,d33S_CRS,d34S_CRS,d36S_CRS,Δ33S_CRS,Δ36S_CRS,d98Mo,87Sr/86Sr,# samples (d13C),Downsample?,# samples after downsampling,Downsampling description,Stratigraphic order?,Stratigraphic position notes,Calculate sedimentation rate?,Sedimentation rate breaks,Sedimentation rate notes,Superposition dictionary entry (these sections must be older),Included in composite section?,References (isotope data),Notes
3,RHDH2A,Australia,Australia,Hamersley Group,Mount Bruce Supergroup,,Ripon Hills core RHDH2A,Carawine Dolomite,,-21.283333,120.833333,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,19,TRUE,,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),"Data extracted from Figure 4. The Carawine Dolomite is only exposed in the NE part of the Hamersley Basin, where the Hamersley Group is thinner than in the depocenter; in the middle of the basin, the Paraburdoo Member of the Wittenoom Formation is exposed. The Carawine Dolomite is shallow-marine with stromatolites and occasionally evaporitic/subaerial conditions, while the Paraburdoo Member of the Wittenoom Formation is a deep-ramp setting. Lindsay and Brasier (2002) suggest that the Carawine Dolomite and the Paraburdoo Member of the Wittenoom Formation ""formed part of a single deposition setting in which carbonates were generated in a proximal setting along the shallower northeastern margin of the basin (Carawine Platform) and dispersed to the southwest from the platform towards a prograding ramp in the deeper-water, rapidly subsiding main depocentre of the basin (Paraburdoo Member)"". Conformably overlies either the Mara Mamba Iron Formation or the underlying Jeerinah Formation, suggesting the Mara Mamba Iron formation laps out or laterally interfingers with the upper Jeerinah Formation towards the basin margin (Lindsay and Brasier, 2002). Assigning to lower priority level than section DDH88BG5, which is thicker and preserves a similar d13C trend."
1,Turee Creek Composite,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,"Duck Creek Syncline, Hardey Syncline","Kungarra Formation, Kazput Formation",,-22.4326550,116.4627032,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,38,TRUE,8,,TRUE,,TRUE,,"Height between sections is approximate, but based on actual height between formations in stratigraphic column. ",,FALSE,Bekker et al. (2020) ,"Combines the most complete Bekker et al. (2020) sections through the Kungarra (Duck Creek Syncline) and Kazput (Hardey Syncline) Formation; location is for the Duck Creek Syncline. Using data from Bekker et al. (2020)  rather than Martindale et al. (2015) because selective sampling of more pristine samples yielded d13C values that are consistently near 0 permil, whereas Martindale et al. (2015) observe highly negative d13C values consistent with diagenetic alteration. Sections are stacked using approximate height between the uppermost sample from  the Kungarra Formation and the base of the Kazput Formation (~275 meters, Fig. 15 of Bekker et al. 2020)."
4,Turee Creek Syncline,Australia,Australia,Turee Creek Group,Mount Bruce Supergroup,,Turee Creek Syncline,Kazput Formation,,-23.20999463,118.0840295,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,20,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2020) ,"GPS coordinates are for lowermost sample. Heights given in meters above boundary between lower and upper sequences of the Kazput Formation. Depositional environment for each sample assigned based on descriptions of the lower/upper sequences in the text, stratigraphic columns, and position in shallowing-upward packages. If included in the inference, ensure that superposition with Kungarra Formation is enforced."
4,Wooly Dolomite,Australia,Australia,Wyloo Group,Mount Bruce Supergroup,,,Wooly Dolomite,,-23.1328,115.4448,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,116,TRUE,,,TRUE,,TRUE,,,,TRUE,Bekker et al. (2016),"Composite section comprised of multiple correlated sections; location is for the type section (South Wyloo Dome; extracted from map in Figure 4). Note that Bekker et al. (2016) suggests the Wooly Dolomite records a short-lived positive CIE around 2.03 Ga, potentially correlative to the 2.02 Ga Gumbi Group (Buick et al. 2003) (also see discussion in Magad-Weiss 2019; Fig 5.4.1). Included in the Wylo Group Composite section to enforce superpositon with the Duck Creek Dolomite."
1,Wyloo Group Composite,Australia,Australia,Wyloo Group,Mount Bruce Supergroup,,,"Wooly Dolomite, Duck Creek Dolomite",,-23.1328,115.4448,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,133,TRUE,28,,TRUE,Stacked sections to enforce superposition,TRUE,680,,,FALSE,Lindsay and Brasier (2002); Bekker et al. (2016),Data for the Wooly Dolomite and Duck Creek Dolomite stacked to enforce superposition; sedimentation rates should only be calculated within each formation (using nominal 50 meter gap between formations). Location is for the Wooly Dolomite type section. 
1,PP-011,Australia,Australia,Windplain Group,Yerrida Basin,Yerrida Basin,,Juderina Formation,,-26.5450000,119.2250000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,6,TRUE,3,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),
1,QMW 83-1,Australia,Australia,Windplain Group,Yerrida Basin,Yerrida Basin,,Juderina Formation,,-25.9833333,119.9000000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,5,TRUE,3,,TRUE,Extracted from figures,TRUE,,,,FALSE,Lindsay and Brasier (2002),
1,Karasjok Drill Core,Europe,Finland,Middle/Upper Lapponian Group,Karasjok - Kittilä Greenstone Belt,,,Sattasvaara Formation,,67.65536,26.23172,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,3,TRUE,3,,TRUE,,TRUE,,,,FALSE,Karhu (1993),Location extracted from map in Figure 31.
2,Hyypia Group,Europe,Finland,Hyypiä Group,Kiihtelysvaara Area,,,"Petäikkö Formation, Viistola Formation",,62.3375,30.23034,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,12,TRUE,7,,TRUE,Extracted from figures,TRUE,,,,FALSE,Karhu (1993),"Stratigraphic order extracted from Figure 12 of Karhu (1993); also confirmed using drill core sample IDs. Location extracted from Figure 10 (C187, 188, 189). Minimum geochronological age constraints not available; using nominal end-Paleoproterozoic age. "
2,Kuusamo Schist Belt,Europe,Finland,Sodankylä Group,Kuusamo Schist Belt,,,,,66.33177,29.46936,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,3,,FALSE,Heights reflect stratigraphic order of formations; heights of samples within formation are unknown. ,FALSE,,,,FALSE,Karhu (1993),"Coordinates are for general area (estimated from map in Figure 25). Stratigraphic order of samples within formations not given. Excluding samples from the Limestone-Dolostone formation because stratigraphic position with respect to the geochronological age constraints is unclear. For discussion of regional stratigraphy, see Huhma et al. (2018), Karhu (1993), and Köykkä et al. (2019). "
1,Kalkkimaa Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Kalkkimaa Quarry,Rantamaa Formation,,65.8838,24.5351,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,20,TRUE,9,,TRUE,,TRUE,,,,FALSE,Hodgskiss et al. (2021),Location extracted from map. Subtidal depositional environment. 
1,Louepalo Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Louepalo Quarry,Rantamaa Formation,,66.1586,24.9132,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,66,TRUE,,,TRUE,,TRUE,,,,FALSE,Hodgskiss et al. (2021),Location extracted from map. Intertidal depositional environment. 
2,Lower Kivalo Group,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,,"Sompujärvi Formation, Palokivalo Formation, Kvartsimaa Formation",,65.98208,25.12811,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,11,TRUE,,,FALSE,,FALSE,,,,FALSE,Karhu (1993), GPS coordinates are for general location of the Palokivalo Formation samples. Superposition between samples within each formation is unknown (all samples from each formation assigned to the same nominal height).
3,Rantamaa Formation -  Sulfur,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,,Rantamaa Formation,,65.959611,24.479611,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,N,N,11,TRUE,,,TRUE,,TRUE,,,,FALSE,Papineau et al. (2005),"Location of sample from base of section. Use in inversion to incorporate sulfur isotope data; otherwise, carbon isotope stratigraphy is the same as in the Louepalo Quarry and Rantamaa Quarry sections. Reported sulfur isotope values are the mean of multiple analyses, and reported standard deviation is the standard deviation of this population or reported measurement uncertainty (whichever is larger). "
1,Rantamaa Quarry,Europe,Finland,Kivalo Group,Peräpohja Schist Belt,,Rantamaa Quarry,Rantamaa Formation,,65.9441,24.5896,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,99,TRUE,21,,TRUE,,TRUE,,,,FALSE,Hodgskiss et al. (2021),Location extracted from map. Supra- to intertidal depositional environment. 
2,Väystäjä Formation,Europe,Finland,Paakkola,Peräpohja Schist Belt,,,Väystäjä Formation,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,4,FALSE,1,,FALSE,,FALSE,,,,FALSE,Karhu (2005),"Section includes four samples from the Väystäjä Formation (no superposition information). Age constraint is depositional; using as both minimum and maximum because an alternative minimum age constraint is not available (in practice, depositional age will be enforced). Stratigraphic relationship with other units of the Paakkola Group is uncertain. "
3,Salla Schist Belt,Europe,Finland,,Salla Schist Belt,,,"Aatsinginhauta Formation, Matovaara Formation, Kelloselka Formation",,66.78742,28.83702,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,3,TRUE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Karhu (1993),"Stratigraphic order of samples given in Figure 26 of Karhu (1993); assigned nominal heights of 1, 2, 3. Approximate location of study area estimated from Fig. 25 (C-256, 200, 257). Assigning to low priority level -- the Salla belt is equivalent to the Kuusamo belt, and their carbon isotope trends are identical; the Kuusamo belt has both more d13C observations and better age constraints. "
4,Ala-siikajarvi,Europe,Finland,,,,,,,63.2224,28.3637,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,2,FALSE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Karhu (1993),"Stratigraphic order (one sample from each formation) shown in Figure 19 of Karhu (1993); assigned nominal heights of 1 and 2. Coordinates are from the general Ala-Siikajarvi area. Assigning to low priority level because no geochronological age constraints are available, and information about the regional geology is scarce."
4,Laivonsaari,Europe,Finland,Kuopio Complex,,,Laivonsaari,Petonen Formation,,62.94503,27.55488,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,3,TRUE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Karhu (1993),"Stratigraphic order shown in Figure 18 of Karhu (1993); assigned nominal heights of 1, 2, 3. Approximate location estimated from map in Fig. 16 (C-147, 192). Assigning to low priority level since no geochronological age constraints are available in the Kuopio region; no maximum age constraint is cited in the literature, and the minimum age constraint referenced by Karhu (1993) is correlative. "
4,Petosenlampi,Europe,Finland,Kuopio Complex,,,Petosenlampi,Petonen Formation,,62.86352,27.59214,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,2,FALSE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Karhu (1993),"Stratigraphic order shown in Figure 18 of Karhu (1993); assigned nominal heights of 1 and 2. Approximate location estimated from map in Fig. 16 (C-177). Assigning to low priority level since no geochronological age constraints are available in the Kuopio region; no maximum age constraint is cited in the literature, and the minimum age constraint referenced by Karhu (1993) is correlative. "
2,Kvenvik Formation,Europe,Norway,,Raipais Supergroup,,"Bergmark, Kafjord, Badderen",Kvenvik Formation,"Member A (Upper Dolostone and Lower Dolostone), Member B (Uppermost Dolostone)",69.94849,23.06096,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,30,TRUE,4,,FALSE,Upper Dolostone heights extracted from figures; oreder of samples from Lower Dolostone and Uppermost Dolostone are unknown. ,TRUE,"2, 15, 80","Sedimentation rate should not be calculated within the Uppermost Dolostone (above 80 meters) or the Lower Dolostone (below 2 meters). Section is also split between 2 different profiles at 15 meters. In summary: calculate sedimentation rate between 2 and 15 meters, and between 15 meters and 80 meters. ",,FALSE,Melezhik et al. (2015b),"Approximate location estimated from map (section 4, Figure 2 of Melezhik et al. 2015b). Superposition with the overlying Storviknes Formation is enforced by the geochronological age constraints. Using nominal Archean basement age of 2500 +/- 50 as maximum (no maximum geochronological age constraint available). Stacked Profiles B and C-D, which form a composite section through the Upper Dolostone; placed samples from the Lower Dolostone at the base, and samples from the Uppermost Dolostone at the top. Superposition between samples within the Lower Dolostone and Uppermost Dolostone sections is unknown. Estimated thickness between Profiles B and C-D based on figures, and thickness between different members is nominal; sedimentation rate should only be calculated within each original profile. "
2,Storviknes Formation,Europe,Norway,,Raipais Supergroup,,"Storvik, Raipas",Storviknes Formation (Carbonate Formation 2),,69.94656,23.35181,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,36,TRUE,8,,TRUE,Extracted from figures,TRUE,150,,,FALSE,Melezhik et al. (2015b),"Approximate location estimated from map (Figure 2 of Melezhik et al. 2015b; coordinates for Section 7 at Raipas). Superposition with the underlying Kvenvik Formation enforced by the geochronological age constraints. Stacked Sections 6 and 7, where Section 6 ""represents only the lower part of the Dolostone Member"" and Section 7 ""represents a 100-m thick upper part of the Dolostone member"". Thickness between the stacked profiles is approximate (100 m, based on approximate location of profiles within formation); only calculate sedimentation rates within each original profile. Using nominal end-Paleoproterozoic age of 1600 +/- 50 Ma as minimum (no minimum geochronological age constraint available). "
2,Imandra-Varzuga Greenstone Belt,Europe,Russia,"Strelna Group, Varzuga Group",Imandra-Varzuga Greenstone Belt,,,"Seidorechka Sedimentary Formation, Polisarka Sedimentary Formation, Umba Sedimentary Formation, Il'mozero Sedimentary Formation",,67.4862,34.5404,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,51,TRUE,5,,FALSE,,FALSE,,,,FALSE,"Melezhik and Fallick (1996), Martin et al. (2013b), FAR-DEEP (reported in Hodgskiss et al. 2023) ",Using GPS coordinates for the ICDP FAR-DEEP Hole 3A drillcore (Brasier et al. 2013). Stratigraphic positions only known within the Il'mozero Formation (Martin et al. 2013b); only superposition between formations known for other samples.
2,4699,Europe,Russia,Karelia Group,Onega Basin,,Drill Hole 4699,Tulomozero Formation,,62.26095,35.54013,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,21,TRUE,5,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (1999),Location estimated from map in Melezhik et al. (2015) and satellite imagery. Assigned to priority level 2 due to similarity to OPHC core; ensure that superposition with any Zaonega Formation sections is enforced.
2,5177,Europe,Russia,Karelia Group,Onega Basin,,Drill Hole 5177,Tulomozero Formation,,62.2521000,35.5125600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,49,TRUE,15,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (1999),"Location estimated from map in Melezhik et al. (2015) and satellite imagery. Note that although drill core 5177 intersects both the Tulomozero and Zaonega Formations, the data table in Melezhik et al. (1999) indicates that all d13C data are from the Tulomozero Formation. Assigned to priority level 2 due to similarity to OPHC core. "
4,12B_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,FAR-DEEP 12B drillcore,Zaonega Formation,,62.49065,35.30845,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,58,TRUE,,,TRUE,,TRUE,,,,FALSE,Črne et al. (2014),"Extracted location from map. Assigned to low priority level; if included in the inversion, remove diagenetically altered samples (as identified in Črne et al. 2014)  and ensure that superposition with the underlying Tulomozero Formation is enforced. "
4,13A_Crne2014,Europe,Russia,Karelia Group,Onega Basin,,FAR-DEEP 13A drillcore,Zaonega Formation,,62.59513,34.95291,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,10,TRUE,,,TRUE,,TRUE,,,,FALSE,Črne et al. (2014),"Extracted location from map. Assigned to low priority level; if included in the inversion, remove diagenetically altered samples (as identified in Črne et al. 2014)  and ensure that superposition with the underlying Tulomozero Formation is enforced. "
3,FAR-DEEP_11A,Europe,Russia,Karelia Group,Onega Basin,,FAR-DEEP 11A drillcore,Tulomozero Formation,,62.7274,34.22143,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,42,TRUE,,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (2015),"Location extracted from map in Melezhik et al. (2015) and visual location on satellite imagery.  Only included the least-altered samples as identified by the source (other samples are listed in the database, but marked for exclusion from inference); this results in the exclusion of all Zaonega Formation samples. "
3,FAR-DEEP_12AB,Europe,Russia,Karelia Group,Onega Basin,,FAR-DEEP 12AB drillcore,Zaonega Formation,,62.49065,35.30845,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,15,TRUE,,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (2015),"Location extracted from map in Melezhik et al. 2015 + visual location on satellite imagery. Only included least-altered samples, as indicated by source. Assigned to low priority level; if included in the inference, ensure that superposition with the other FAR-DEEP cores is enforced."
4,FAR-DEEP_13A,Europe,Russia,Karelia Group,Onega Basin,,FAR-DEEP 13A drillcore,Zaonega Formation,,62.59513,34.95291,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,13,TRUE,,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (2015),"Location extracted from map in Melezhik et al. 2015 and visual location on satellite imagery. Only included least-altered samples, as indicated by source. Assigned to low priority level; if included in the inference, ensure that superposition with the other FAR-DEEP cores is enforced."
4,OnZap,Europe,Russia,Karelia Group,Onega Basin,,,Zaonega Formation,,62.587,34.931,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,N,N,500,TRUE,,,TRUE,,TRUE,,,,FALSE,"Kreitsmann et al. (2020); organic and sulfur data from Paiste et al. (2020, 2020b)","Using location for OnZap 1 core (both OnZap 1 and OnZap 3 are approx. 500 meters from FAR-DEEP 13A). Assigned to low priority level. Most samples do not pass the authors' diagenetic screening criteria; exclude these samples if section is included in the inversion, and ensure that superposition with the underlying Tulomozero is enforced."
1,OPHC,Europe,Russia,Karelia Group,Onega Basin,,Onega Parametric Hole (OPH),"Tulomozero Formation, Zaonega Formation",,62.12894,34.48379,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Y,146,TRUE,38,,TRUE,,TRUE,,,,FALSE,"Prave et al. (2022), Blättler et al. 2018","Location estimated from map in Melezhik et al. (2015) and satellite imagery. Data from Prave et al. (2022) and Blattler et al. (2018) are from the same core; combined data from both sources. Prave et al. (2022) only includes d13C and d18O data; all other data are from Blattler et al. (2018). Strontium isotope values are age-corrected.  Sulfur isotope data are for sulfate minerals (not carbonate-associated sulfate). Calcium isotope data also are from sulfates, although some samples contain minor relict aragonite (this results in outliers, as the d44Ca signal is controlled by mineralogy rather than evaporative conditions in basin)."
3,RG,Europe,Russia,Karelia Group,Onega Basin,,Raiguba ,Tulomozero Formation,,62.36845,33.785483,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,17,TRUE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Prave et al. (2022),"Sample superposition provided, but not heights (using nominal integer values). If included in the inference, ensure that superposition with the Zaonega Formation is enforced. Assigned to a lower priority than drill cores 4699 and 5177, which preserve similar stratigraphic d13C trends and include sample heights."
3,SN,Europe,Russia,Karelia Group,Onega Basin,,Shunga,Tulomozero Formation,,62.611617,34.824283,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,29,TRUE,,,TRUE,Order only; no heights. ,FALSE,,,,FALSE,Prave et al. (2022),"Sample superposition provided, but not heights (using nominal integer values). If included in the inference, ensure that superposition with the Zaonega Formation is enforced. Assigned to a lower priority than drill cores 4699 and 5177, which preserve similar stratigraphic d13C trends and include sample heights."
3,Kolosjoki - Drillcore 8A,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,Drillcore 8A,Kolosjoki Sedimentary Formation,,69.465556,30.535556,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,37,TRUE,,,TRUE,,TRUE,,,,FALSE,Salminen et al. (2013b),"Location from Martin et al. (2013b) (for Drillcore 8B; 8A is in the same location, based on map in Figure 1 of Salminen et al. 2013b). Assigned to low priority level; if included in the inversion, ensure that superposition with the Kuetsjarvi Sedimentary Formation is enforced. "
4,Kolosjoki - Drillcore 8B,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,Drillcore 8B,Kolosjoki Sedimentary Formation,,69.465556,30.535556,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,51,TRUE,,,TRUE,,TRUE,,,,TRUE,Salminen et al. (2013b),Location from Martin et al. (2013b). Depositional age from tuff in middle of core. Including in Pechenga Greenstone Belt Composite. 
3,Kolosjoki - Drillcore IX,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,Drill Hole IX,Kolosjoki Sedimentary Formation,,69.4564400,30.4767800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,28,TRUE,,,TRUE,,TRUE,,,,FALSE,Melezhik et al. (2007),"Approximate location estimated from map in Melezhik et al. (2007). Assigned to low priority level; if included in the inversion, ensure that superposition with the Kuetsjarvi Sedimentary Formation is enforced. "
3,Kuetsjarvi - Drillcore 5A,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,Drillcore 5A,Kuetsjarvi Formation,,69.36722,31.02823,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,48,TRUE,,,TRUE,,TRUE,,,,FALSE,Salminen et al. (2013),"Approximage location estimated from map in Salminen et al. (2013b); approximately 25 km southeast of Drillcore X. Assigning to low priority level; if included in inversion, ensure that superposition with the Kolosjiki Sedimentary Formation is enforced. "
4,Kuetsjarvi - Drillcore X,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,Drill Hole X,Kuetsjarvi Formation,,69.5155400,30.4767800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Y,104,TRUE,,,TRUE,,TRUE,,,,TRUE,Melezhik et al. (2005),Including in Pechenga Greenstone Belt Composite.
1,Pechenga Greenstone Belt Composite,Europe,Russia,North Pechenga Group,Pechenga Greenstone Belt,,"Drillcore 8B, Drill Hole X","Kolosjoki Sedimentary Formation, Kuetsjarvi Formation",,69.5155400,30.4767800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,155,TRUE,15,,TRUE,,TRUE,150,Breaks already converted from depth in core to height,,FALSE,"Melezhik et al. (2005), Salminen et al. (2013b)",Composite section to enforce superposition between the Kuetsjarvi and Kolosjoki Sedimentary Formations while incorporating both intermediate detrital zircon age and tuff age from Drillcore 8B. Location is for Drill Hole X. 
1,KGB,Europe,Sweden,Middle Group,Kalix Greenstone Belt,,"Vitgrundet, Enholmen, and Trutskarsgrund","Lower Formation, Upper Formation",,65.85798,22.9314,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,212,TRUE,40,,TRUE,,TRUE,"46.7, 87, 152.15, 172, 200, 520, 540",,,FALSE,Melezhik and Fallick (2010),"
Location of study area estimated from map. Manually stacked Lower Formation and Upper Formation (separated by a major unconformity, and approx. 300 meters of missing stratigraphy between them in stratigraphic column) to enforce superposition. Members within each formation also were stacked (heights given in meters above base of member). Therefore, sedimentation rates should only be calculated within members; thicknesses between members and between the Upper and Lower Formations are nominal. Database only includes whole-rock data (additional measurements of micro-drilled components not recorded). "
2,Belcher Group Composite,North America,Canada,Belcher Group,Belcher Group,,,"Kasegalik Formation, Eskimo Formation, Fairweather Formation, McLeary Formation, Tukarak Formation, Mavor Formation, Costello Formation, Laddie Formation, Rowatt Formation",,56.15562,-79.32556,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Y,N,1584,TRUE,47,,TRUE,,TRUE,,Two tuff ages can be included in sedimentation rate calculations.,,FALSE,"Hodgskiss et al. (2019), Hodgskiss et al. (2021)","Using carbon isotope profile of correlated composite section from Hodgskiss et al. (2019) and Mo isotope data from Hodgskiss et al. (2021). Location is for section MB1601 (Kasegalik Lake), which includes the Kasegalik Formation (base of the Belcher Group); locations for all sections are provided in the supplementary information of Hodgskiss et al. (2019). Excluding post-1854 Ma samples from the uppermost unit (Loaf Formation) due to 1) lack of minimum age constraint, and 2) low carbon isotope values consistent with diagenetic alteration."
2,Denison Mine,North America,Canada,Quirke Lake Group,Huronian Supergroup,,,Espanola Formation,,46.4954400,-82.6115000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,40,TRUE,12,,TRUE,,TRUE,80.5,,,FALSE,Bekker et al. (2005),Stacked the Limestone Member (lower) and Dolostone Member (upper) to enforce superposition; nominal gap of 1 meter between formations (sedimentation rate should only be calculated within each member). Partial section through the Espanola Formation.
3,Echo Lake,North America,Canada,Quirke Lake Group,Huronian Supergroup,,,Espanola Formation,,46.5526500,-83.9753300,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,N,65,TRUE,,,TRUE,,TRUE,,,,FALSE,Bekker et al. (2005); Planavsky et al. (2012),Partial section through the Espanola Formation.
